1.000000000000000000e+00 -1.028466480767722306e-03
9.749999999999999778e-01 9.513314955036334883e-03
9.499999999999999556e-01 1.851239688657619828e-02
9.250000000000000444e-01 2.622589541298507229e-02
9.000000000000000222e-01 3.278236953072815457e-02
8.750000000000000000e-01 3.856749263204435618e-02
8.499999999999999778e-01 4.332415053275743416e-02
8.249999999999999556e-01 4.756657477518167615e-02
8.000000000000000444e-01 5.116620720924168475e-02
7.750000000000000222e-01 5.425160704300015235e-02
7.500000000000000000e-01 5.682277321846977008e-02
7.249999999999999778e-01 5.913682309378862773e-02
6.999999999999999556e-01 6.119375561096940946e-02
6.750000000000000444e-01 6.286501367792403372e-02
6.500000000000000222e-01 6.440771359480325364e-02
6.250000000000000000e-01 6.569329615354442542e-02
5.999999999999999778e-01 6.672176241213481629e-02
5.749999999999999556e-01 6.775022972871250215e-02
5.500000000000000444e-01 6.852157968715211211e-02
5.000000000000000000e-01 6.980716224589328389e-02
4.500000000000000111e-01 7.044995405425749646e-02
4.000000000000000222e-01 7.070707035440829125e-02
3.499999999999999778e-01 7.032139590418212682e-02
2.999999999999999889e-01 6.942148779566711947e-02
2.500000000000000000e-01 6.787878787878787179e-02
2.000000000000000111e-01 6.517906355324287748e-02
1.749999999999999889e-01 6.337924733621284890e-02
1.499999999999999944e-01 6.119375561096940946e-02
1.250000000000000000e-01 5.849403128542440128e-02
1.000000000000000056e-01 5.502295700143976925e-02
7.499999999999999722e-02 5.065197460894013681e-02
5.000000000000000278e-02 4.460973309149860594e-02
3.749999999999999861e-02 4.062442620721241904e-02
2.500000000000000139e-02 3.548209385627316970e-02
1.250000000000000069e-02 2.764003717978891217e-02
7.499999999999999722e-03 2.262626297892505328e-02
0.000000000000000000e+00 0.000000000000000000e+00
7.499999999999999722e-03 -2.262626297892505328e-02
1.250000000000000069e-02 -2.776859532986429915e-02
2.500000000000000139e-02 -3.612488460665011503e-02
3.749999999999999861e-02 -4.165289246580280991e-02
5.000000000000000278e-02 -4.602387485830244929e-02
7.499999999999999722e-02 -5.245179082597014458e-02
1.000000000000000056e-01 -5.707988951862055793e-02
1.250000000000000000e-01 -6.067952195268057347e-02
1.499999999999999944e-01 -6.337924733621284890e-02
1.749999999999999889e-01 -6.556473800346904190e-02
2.000000000000000111e-01 -6.710743792034827571e-02
2.500000000000000000e-01 -6.942148779566711947e-02
2.999999999999999889e-01 -7.044995405425749646e-02
3.499999999999999778e-01 -7.057851220433289385e-02
4.000000000000000222e-01 -6.955004594574248911e-02
4.500000000000000111e-01 -6.736455422049904274e-02
5.000000000000000000e-01 -6.389347993651442459e-02
5.500000000000000444e-01 -5.849403128542440128e-02
5.749999999999999556e-01 -5.476583964330170723e-02
5.999999999999999778e-01 -5.000918280057591730e-02
6.250000000000000000e-01 -4.396694234112165367e-02
6.500000000000000222e-01 -3.625344381471278660e-02
6.750000000000000444e-01 -2.764003717978891217e-02
6.999999999999999556e-01 -1.915518869494042473e-02
7.249999999999999778e-01 -1.157024831860694464e-02
7.500000000000000000e-01 -4.628099115845322152e-03
7.750000000000000222e-01 1.542699705281774195e-03
8.000000000000000444e-01 6.813590417893866658e-03
8.249999999999999556e-01 1.131313096046888782e-02
8.499999999999999778e-01 1.465564709437812592e-02
8.750000000000000000e-01 1.696969696969696795e-02
9.000000000000000222e-01 1.774104692813658485e-02
9.250000000000000444e-01 1.684113881962158096e-02
9.499999999999999556e-01 1.362718083578773332e-02
9.749999999999999778e-01 7.713498632207597960e-03
1.000000000000000000e+00 -1.671258066954619268e-03
