1.000000 0.000000 
0.986486 0.005530 
0.972973 0.010761 
0.959459 0.015688 
0.945946 0.020312 
0.932432 0.024635 
0.918919 0.028662 
0.905405 0.032401 
0.891892 0.035862 
0.878378 0.039055 
0.864865 0.041992 
0.851351 0.044688 
0.837838 0.047156 
0.824324 0.049410 
0.810811 0.051466 
0.797297 0.053339 
0.783784 0.055043 
0.770270 0.056593 
0.756757 0.058002 
0.743243 0.059285 
0.729730 0.060454 
0.716216 0.061522 
0.702703 0.062499 
0.689189 0.063396 
0.675676 0.064222 
0.662162 0.064986 
0.648649 0.065695 
0.635135 0.066356 
0.621622 0.066973 
0.608108 0.067551 
0.594595 0.068093 
0.581081 0.068603 
0.567568 0.069080 
0.554054 0.069527 
0.540541 0.069942 
0.527027 0.070326 
0.513514 0.070676 
0.500000 0.070992 
0.486486 0.071270 
0.472973 0.071507 
0.459459 0.071702 
0.445946 0.071851 
0.432432 0.071950 
0.418919 0.071997 
0.405405 0.071988 
0.391892 0.071922 
0.378378 0.071795 
0.364865 0.071606 
0.351351 0.071353 
0.337838 0.071035 
0.324324 0.070652 
0.310811 0.070202 
0.297297 0.069688 
0.283784 0.069109 
0.270270 0.068467 
0.256757 0.067764 
0.243243 0.067001 
0.229730 0.066179 
0.216216 0.065300 
0.202703 0.064363 
0.189189 0.063367 
0.175676 0.062307 
0.162162 0.061176 
0.148649 0.059961 
0.135135 0.058643 
0.121622 0.057193 
0.108108 0.055571 
0.094595 0.053715 
0.081081 0.051537 
0.067568 0.048905 
0.054054 0.045617 
0.040541 0.041337 
0.027027 0.035436 
0.013514 0.026399 
0.000000 0.000000 
0.013514 -0.027184 
0.027027 -0.037195 
0.040541 -0.044037 
0.054054 -0.049131 
0.067568 -0.053061 
0.081081 -0.056149 
0.094595 -0.058603 
0.108108 -0.060571 
0.121622 -0.062161 
0.135135 -0.063459 
0.148649 -0.064534 
0.162162 -0.065439 
0.175676 -0.066218 
0.189189 -0.066907 
0.202703 -0.067533 
0.216216 -0.068116 
0.229730 -0.068672 
0.243243 -0.069210 
0.256757 -0.069736 
0.270270 -0.070251 
0.283784 -0.070752 
0.297297 -0.071235 
0.310811 -0.071690 
0.324324 -0.072107 
0.337838 -0.072474 
0.351351 -0.072777 
0.364865 -0.072999 
0.378378 -0.073126 
0.391892 -0.073141 
0.405405 -0.073026 
0.418919 -0.072767 
0.432432 -0.072345 
0.445946 -0.071747 
0.459459 -0.070959 
0.472973 -0.069967 
0.486486 -0.068760 
0.500000 -0.067330 
0.513514 -0.065670 
0.527027 -0.063774 
0.540541 -0.061640 
0.554054 -0.059268 
0.567568 -0.056663 
0.581081 -0.053829 
0.594595 -0.050775 
0.608108 -0.047514 
0.621622 -0.044061 
0.635135 -0.040434 
0.648649 -0.036653 
0.662162 -0.032744 
0.675676 -0.028734 
0.689189 -0.024651 
0.702703 -0.020530 
0.716216 -0.016405 
0.729730 -0.012313 
0.743243 -0.008295 
0.756757 -0.004391 
0.770270 -0.000645 
0.783784 0.002901 
0.797297 0.006202 
0.810811 0.009212 
0.824324 0.011887 
0.837838 0.014184 
0.851351 0.016060 
0.864865 0.017473 
0.878378 0.018387 
0.891892 0.018766 
0.905405 0.018578 
0.918919 0.017798 
0.932432 0.016405 
0.945946 0.014383 
0.959459 0.011727 
0.972973 0.008435 
0.986486 0.004520 
1.000000 0.000000 
