1.000000 0.000000 
0.986486 0.002830 
0.972973 0.005528 
0.959459 0.008090 
0.945946 0.010512 
0.932432 0.012795 
0.918919 0.014939 
0.905405 0.016946 
0.891892 0.018819 
0.878378 0.020563 
0.864865 0.022183 
0.851351 0.023684 
0.837838 0.025072 
0.824324 0.026355 
0.810811 0.027538 
0.797297 0.028629 
0.783784 0.029634 
0.770270 0.030561 
0.756757 0.031415 
0.743243 0.032204 
0.729730 0.032934 
0.716216 0.033609 
0.702703 0.034237 
0.689189 0.034821 
0.675676 0.035366 
0.662162 0.035877 
0.648649 0.036356 
0.635135 0.036808 
0.621622 0.037234 
0.608108 0.037636 
0.594595 0.038016 
0.581081 0.038376 
0.567568 0.038716 
0.554054 0.039036 
0.540541 0.039336 
0.527027 0.039616 
0.513514 0.039875 
0.500000 0.040113 
0.486486 0.040328 
0.472973 0.040518 
0.459459 0.040684 
0.445946 0.040822 
0.432432 0.040932 
0.418919 0.041012 
0.405405 0.041062 
0.391892 0.041079 
0.378378 0.041064 
0.364865 0.041014 
0.351351 0.040930 
0.337838 0.040811 
0.324324 0.040658 
0.310811 0.040470 
0.297297 0.040248 
0.283784 0.039993 
0.270270 0.039706 
0.256757 0.039386 
0.243243 0.039036 
0.229730 0.038655 
0.216216 0.038243 
0.202703 0.037801 
0.189189 0.037325 
0.175676 0.036813 
0.162162 0.036258 
0.148649 0.035653 
0.135135 0.034983 
0.121622 0.034231 
0.108108 0.033368 
0.094595 0.032357 
0.081081 0.031141 
0.067568 0.029638 
0.054054 0.027721 
0.040541 0.025183 
0.027027 0.021637 
0.013514 0.016150 
0.000000 0.000000 
0.013514 -0.014665 
0.027027 -0.020178 
0.040541 -0.024016 
0.054054 -0.026928 
0.067568 -0.029220 
0.081081 -0.031062 
0.094595 -0.032561 
0.108108 -0.033795 
0.121622 -0.034821 
0.135135 -0.035686 
0.148649 -0.036425 
0.162162 -0.037068 
0.175676 -0.037638 
0.189189 -0.038154 
0.202703 -0.038631 
0.216216 -0.039081 
0.229730 -0.039511 
0.243243 -0.039927 
0.256757 -0.040332 
0.270270 -0.040727 
0.283784 -0.041109 
0.297297 -0.041476 
0.310811 -0.041823 
0.324324 -0.042144 
0.337838 -0.042432 
0.351351 -0.042679 
0.364865 -0.042876 
0.378378 -0.043015 
0.391892 -0.043084 
0.405405 -0.043077 
0.418919 -0.042981 
0.432432 -0.042790 
0.445946 -0.042494 
0.459459 -0.042085 
0.472973 -0.041556 
0.486486 -0.040900 
0.500000 -0.040113 
0.513514 -0.039191 
0.527027 -0.038131 
0.540541 -0.036931 
0.554054 -0.035593 
0.567568 -0.034117 
0.581081 -0.032508 
0.594595 -0.030770 
0.608108 -0.028912 
0.621622 -0.026940 
0.635135 -0.024867 
0.648649 -0.022704 
0.662162 -0.020465 
0.675676 -0.018167 
0.689189 -0.015825 
0.702703 -0.013459 
0.716216 -0.011089 
0.729730 -0.008736 
0.743243 -0.006423 
0.756757 -0.004174 
0.770270 -0.002012 
0.783784 0.000038 
0.797297 0.001951 
0.810811 0.003702 
0.824324 0.005265 
0.837838 0.006617 
0.851351 0.007735 
0.864865 0.008596 
0.878378 0.009181 
0.891892 0.009470 
0.905405 0.009447 
0.918919 0.009101 
0.932432 0.008421 
0.945946 0.007403 
0.959459 0.006044 
0.972973 0.004350 
0.986486 0.002330 
1.000000 0.000000 
